old_name	PANGAEA_ID	PANGAEA_ID_incorrect	equal
TARA_201_DCM_0.22-3	TARA_B110000908	TARA_B110000906	FALSE
TARA_201_DCM_lt-0.22	TARA_R110000744	TARA_R110000744	TRUE
TARA_201_MES_0.22-3	TARA_B110000914	TARA_B110000913	FALSE
TARA_201_MES_lt-0.22	TARA_R110000751	TARA_R110000751	TRUE
TARA_201_SRF_0.22-3	TARA_B110000902	TARA_B110000901	FALSE
TARA_201_SRF_lt-0.22	TARA_R110000737	TARA_R110000737	TRUE
TARA_205_MES_0.22-3	TARA_B110000881	TARA_B110000878	FALSE
TARA_205_MES_lt-0.22	TARA_R110000765	TARA_R110000765	TRUE
TARA_205_SRF_0.22-3	TARA_B110000879	TARA_B110000875	FALSE
TARA_205_SRF_lt-0.22	TARA_R110000764	TARA_R110000764	TRUE
TARA_206_MES_0.22-3	TARA_B110000495	TARA_B110000494	FALSE
TARA_206_MES_lt-0.22	TARA_R110002167	TARA_R110002167	TRUE
TARA_206_SRF_0.22-3	TARA_B110000483	TARA_B110000481	FALSE
TARA_206_SRF_lt-0.22	TARA_R110002153	TARA_R110002153	TRUE
TARA_208_SRF_0.22-3	TARA_B110000858	TARA_B110000857	FALSE
TARA_208_SRF_lt-0.22	TARA_R110001632	TARA_R110001632	TRUE
TARA_209_MES_0.22-3	TARA_B110000467	TARA_B110000465	FALSE
TARA_209_MES_lt-0.22	TARA_R110001599	TARA_R110001599	TRUE
TARA_209_SRF_0.22-3	TARA_B110000459	TARA_B110000457	FALSE
TARA_209_SRF_lt-0.22	TARA_R110001606	TARA_R110001606	TRUE
TARA_210_MES_0.22-3	TARA_B110000438	TARA_B110000436	FALSE
TARA_210_MES_lt-0.22	TARA_R110001583	TARA_R110001583	TRUE
TARA_210_SRF_0.22-3	TARA_B110000444	TARA_B110000442	FALSE
TARA_210_SRF_lt-0.22	TARA_R110001592	TARA_R110001592	TRUE
