old_name	read_filename	metaG_T	mapping_id	PANGAEA_ID
TARA_196_SRF_lt-0.22_G	BNA_ABIOSW_5_C7RRDACXX.IND48_clean.screened.tara.adapters.pair.1.fq.gz	metaG	BNA_ABIOSW_5_C7RRDACXX.IND48	TARA_R110000772
TARA_201_DCM_lt-0.22_G	BNA_ABKAOSW_6_C7AD3ACXX.IND20_clean.screened.tara.adapters.pair.1.fq.gz	metaG	BNA_ABKAOSW_6_C7AD3ACXX.IND20	TARA_R110000744
TARA_201_DCM_lt-0.22_G	BNA_ABKOSW_4_C7AD3ACXX.IND10_clean.screened.tara.adapters.pair.1.fq.gz	metaG	BNA_ABKOSW_4_C7AD3ACXX.IND10	TARA_R110000744
TARA_201_DCM_lt-0.22_G	BNA_ABKOSW_6_C7RRDACXX.IND10_clean.screened.tara.adapters.pair.1.fq.gz	metaG	BNA_ABKOSW_6_C7RRDACXX.IND10	TARA_R110000744
TARA_201_MES_lt-0.22_G	BNA_ABLOSW_5_C7ANJACXX.IND32_clean.screened.tara.adapters.pair.1.fq.gz	metaG	BNA_ABLOSW_5_C7ANJACXX.IND32	TARA_R110000751
TARA_201_MES_lt-0.22_G	BNA_ABLOSW_7_C7RRDACXX.IND32_clean.screened.tara.adapters.pair.1.fq.gz	metaG	BNA_ABLOSW_7_C7RRDACXX.IND32	TARA_R110000751
TARA_201_SRF_lt-0.22_G	BNA_ABMAOSW_2_C7BJ1ACXX.IND34_clean.screened.tara.adapters.pair.1.fq.gz	metaG	BNA_ABMAOSW_2_C7BJ1ACXX.IND34	TARA_R110000737
TARA_201_SRF_lt-0.22_G	BNA_ABMOSW_1_C7T48ACXX.IND31_clean.screened.tara.adapters.pair.1.fq.gz	metaG	BNA_ABMOSW_1_C7T48ACXX.IND31	TARA_R110000737
TARA_201_SRF_lt-0.22_G	BNA_ABMOSW_5_C7ANJACXX.IND31_clean.screened.tara.adapters.pair.1.fq.gz	metaG	BNA_ABMOSW_5_C7ANJACXX.IND31	TARA_R110000737
TARA_205_MES_lt-0.22_G	BNA_ABNOSW_2_C7T48ACXX.IND34_clean.screened.tara.adapters.pair.1.fq.gz	metaG	BNA_ABNOSW_2_C7T48ACXX.IND34	TARA_R110000765
TARA_205_MES_lt-0.22_G	BNA_ABNOSW_6_C7ANJACXX.IND34_clean.screened.tara.adapters.pair.1.fq.gz	metaG	BNA_ABNOSW_6_C7ANJACXX.IND34	TARA_R110000765
TARA_205_SRF_lt-0.22_G	BNA_ABPOSW_3_C7T48ACXX.IND33_clean.screened.tara.adapters.pair.1.fq.gz	metaG	BNA_ABPOSW_3_C7T48ACXX.IND33	TARA_R110000764
TARA_205_SRF_lt-0.22_G	BNA_ABPOSW_6_C7ANJACXX.IND33_clean.screened.tara.adapters.pair.1.fq.gz	metaG	BNA_ABPOSW_6_C7ANJACXX.IND33	TARA_R110000764
TARA_206_MES_lt-0.22_G	BNA_ABQOSW_4_C7T48ACXX.IND1_clean.screened.tara.adapters.pair.1.fq.gz	metaG	BNA_ABQOSW_4_C7T48ACXX.IND1	TARA_R110002167
TARA_206_MES_lt-0.22_G	BNA_ABQOSW_6_C7ANJACXX.IND1_clean.screened.tara.adapters.pair.1.fq.gz	metaG	BNA_ABQOSW_6_C7ANJACXX.IND1	TARA_R110002167
TARA_206_SRF_lt-0.22_G	BNA_ABRAOSW_6_C7AD3ACXX.IND21_clean.screened.tara.adapters.pair.1.fq.gz	metaG	BNA_ABRAOSW_6_C7AD3ACXX.IND21	TARA_R110002153
TARA_206_SRF_lt-0.22_G	BNA_ABROSW_5_C7T48ACXX.IND35_clean.screened.tara.adapters.pair.1.fq.gz	metaG	BNA_ABROSW_5_C7T48ACXX.IND35	TARA_R110002153
TARA_206_SRF_lt-0.22_G	BNA_ABROSW_6_C7ANJACXX.IND35_clean.screened.tara.adapters.pair.1.fq.gz	metaG	BNA_ABROSW_6_C7ANJACXX.IND35	TARA_R110002153
TARA_208_SRF_lt-0.22_G	BNA_ABSOSW_4_C7AD3ACXX.IND2_clean.screened.tara.adapters.pair.1.fq.gz	metaG	BNA_ABSOSW_4_C7AD3ACXX.IND2	TARA_R110001632
TARA_208_SRF_lt-0.22_G	BNA_ABSOSW_6_C7T48ACXX.IND2_clean.screened.tara.adapters.pair.1.fq.gz	metaG	BNA_ABSOSW_6_C7T48ACXX.IND2	TARA_R110001632
TARA_209_MES_lt-0.22_G	BNA_ABTOSW_4_C7AD3ACXX.IND4_clean.screened.tara.adapters.pair.1.fq.gz	metaG	BNA_ABTOSW_4_C7AD3ACXX.IND4	TARA_R110001599
TARA_209_MES_lt-0.22_G	BNA_ABTOSW_7_C7T48ACXX.IND4_clean.screened.tara.adapters.pair.1.fq.gz	metaG	BNA_ABTOSW_7_C7T48ACXX.IND4	TARA_R110001599
TARA_209_SRF_lt-0.22_G	BNA_ABVAOSW_6_C7AD3ACXX.IND22_clean.screened.tara.adapters.pair.1.fq.gz	metaG	BNA_ABVAOSW_6_C7AD3ACXX.IND22	TARA_R110001606
TARA_209_SRF_lt-0.22_G	BNA_ABVOSW_4_C7AD3ACXX.IND3_clean.screened.tara.adapters.pair.1.fq.gz	metaG	BNA_ABVOSW_4_C7AD3ACXX.IND3	TARA_R110001606
TARA_209_SRF_lt-0.22_G	BNA_ABVOSW_8_C7T48ACXX.IND3_clean.screened.tara.adapters.pair.1.fq.gz	metaG	BNA_ABVOSW_8_C7T48ACXX.IND3	TARA_R110001606
TARA_210_MES_lt-0.22_G	BNA_ABXAOSW_6_C7AD3ACXX.IND24_clean.screened.tara.adapters.pair.1.fq.gz	metaG	BNA_ABXAOSW_6_C7AD3ACXX.IND24	TARA_R110001583
TARA_210_MES_lt-0.22_G	BNA_ABXOSW_1_C7BJ1ACXX.IND6_clean.screened.tara.adapters.pair.1.fq.gz	metaG	BNA_ABXOSW_1_C7BJ1ACXX.IND6	TARA_R110001583
TARA_210_MES_lt-0.22_G	BNA_ABXOSW_1_C7RD6ACXX.IND6_clean.screened.tara.adapters.pair.1.fq.gz	metaG	BNA_ABXOSW_1_C7RD6ACXX.IND6	TARA_R110001583
TARA_210_SRF_lt-0.22_G	BNA_ACAAOSW_1_C7BJ1ACXX.IND23_clean.screened.tara.adapters.pair.1.fq.gz	metaG	BNA_ACAAOSW_1_C7BJ1ACXX.IND23	TARA_R110001592
TARA_210_SRF_lt-0.22_G	BNA_ACAOSW_1_C7BJ1ACXX.IND5_clean.screened.tara.adapters.pair.1.fq.gz	metaG	BNA_ACAOSW_1_C7BJ1ACXX.IND5	TARA_R110001592
TARA_210_SRF_lt-0.22_G	BNA_ACAOSW_2_C7RD6ACXX.IND5_clean.screened.tara.adapters.pair.1.fq.gz	metaG	BNA_ACAOSW_2_C7RD6ACXX.IND5	TARA_R110001592
TARA_037_MES_0.22-1.6_T	BEZ_AAAAOSW_1_C52MRACXX.IND6_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT	BEZ_AAAAOSW_1_C52MRACXX.IND6	TARA_B100000315
TARA_037_MES_0.22-1.6_T	BEZ_AAAAOSW_2_C7RP7ACXX.IND6_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT	BEZ_AAAAOSW_2_C7RP7ACXX.IND6	TARA_B100000315
TARA_038_MES_0.22-1.6_T	BEZ_AADAOSW_2_C5NN3ACXX.IND7_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT	BEZ_AADAOSW_2_C5NN3ACXX.IND7	TARA_B100000071
TARA_038_MES_0.22-1.6_T	BEZ_AADAOSW_3_C7RP7ACXX.IND7_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT	BEZ_AADAOSW_3_C7RP7ACXX.IND7	TARA_B100000071
TARA_039_SRF_0.22-1.6_T	BEZ_AAEAOSW_1_C4VBLACXX.IND7_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT	BEZ_AAEAOSW_1_C4VBLACXX.IND7	TARA_B100000089
TARA_039_SRF_0.22-1.6_T	BEZ_AAEAOSW_4_C7RP7ACXX.IND7_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT	BEZ_AAEAOSW_4_C7RP7ACXX.IND7	TARA_B100000089
TARA_039_DCM_0.22-1.6_T	BEZ_AAFAOSW_1_C4VBLACXX.IND8_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT	BEZ_AAFAOSW_1_C4VBLACXX.IND8	TARA_B100000091
TARA_039_DCM_0.22-1.6_T	BEZ_AAFAOSW_5_C7RP7ACXX.IND8_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT	BEZ_AAFAOSW_5_C7RP7ACXX.IND8	TARA_B100000091
TARA_039_MES_0.22-1.6_T	BEZ_AAGAOSW_1_C49VTACXX.IND1_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT	BEZ_AAGAOSW_1_C49VTACXX.IND1	TARA_B100000101
TARA_039_MES_0.22-1.6_T	BEZ_AAGAOSW_6_C7RP7ACXX.IND1_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT	BEZ_AAGAOSW_6_C7RP7ACXX.IND1	TARA_B100000101
TARA_041_SRF_0.22-1.6_T	BEZ_AAHAOSW_1_C4VBLACXX.IND5_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT	BEZ_AAHAOSW_1_C4VBLACXX.IND5	TARA_B100000282
TARA_041_SRF_0.22-1.6_T	BEZ_AAHAOSW_7_C7RP7ACXX.IND5_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT	BEZ_AAHAOSW_7_C7RP7ACXX.IND5	TARA_B100000282
TARA_041_DCM_0.22-1.6_T	BEZ_AAIAOSW_2_C5NN3ACXX.IND2_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT	BEZ_AAIAOSW_2_C5NN3ACXX.IND2	TARA_B100000287
TARA_041_DCM_0.22-1.6_T	BEZ_AAIAOSW_8_C7RP7ACXX.IND2_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT	BEZ_AAIAOSW_8_C7RP7ACXX.IND2	TARA_B100000287
TARA_047_SRF_0.22-1.6_T	BEZ_AAKAOSW_3_C7L56ACXX.IND12_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT	BEZ_AAKAOSW_3_C7L56ACXX.IND12	TARA_B100000248
TARA_047_SRF_0.22-1.6_T	BEZ_AAKAOSW_8_C4VJ6ACXX.IND12_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT	BEZ_AAKAOSW_8_C4VJ6ACXX.IND12	TARA_B100000248
TARA_052_SRF_0.22-1.6_T	BEZ_AALAOSW_3_C5NN3ACXX.IND8_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT	BEZ_AALAOSW_3_C5NN3ACXX.IND8	TARA_B100000212
TARA_052_SRF_0.22-1.6_T	BEZ_AALAOSW_4_C7L56ACXX.IND8_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT	BEZ_AALAOSW_4_C7L56ACXX.IND8	TARA_B100000212
TARA_052_DCM_0.22-1.6_T	BEZ_AAMAOSW_2_C5NN3ACXX.IND3_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT	BEZ_AAMAOSW_2_C5NN3ACXX.IND3	TARA_B100000214
TARA_052_DCM_0.22-1.6_T	BEZ_AAMAOSW_5_C7L56ACXX.IND3_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT	BEZ_AAMAOSW_5_C7L56ACXX.IND3	TARA_B100000214
TARA_076_SRF_0.22-3_T	BEZ_AANAOSW_1_C49VTACXX.IND2_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT	BEZ_AANAOSW_1_C49VTACXX.IND2	TARA_B100000513
TARA_076_SRF_0.22-3_T	BEZ_AANAOSW_6_C7L56ACXX.IND2_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT	BEZ_AANAOSW_6_C7L56ACXX.IND2	TARA_B100000513
TARA_078_SRF_0.22-3_T	BEZ_AAPAOSW_7_C7L56ACXX.IND5_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT	BEZ_AAPAOSW_7_C7L56ACXX.IND5	TARA_B100000524
TARA_078_SRF_0.22-3_T	BEZ_AAPAOSW_8_C4VM6ACXX.IND5_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT	BEZ_AAPAOSW_8_C4VM6ACXX.IND5	TARA_B100000524
TARA_082_SRF_0.22-3_T	BEZ_AAQAOSW_1_C49VTACXX.IND3_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT	BEZ_AAQAOSW_1_C49VTACXX.IND3	TARA_B100000768
TARA_082_SRF_0.22-3_T	BEZ_AAQAOSW_8_C7L56ACXX.IND3_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT	BEZ_AAQAOSW_8_C7L56ACXX.IND3	TARA_B100000768
TARA_082_DCM_0.22-3_T	BEZ_AARAOSW_1_C49VTACXX.IND4_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT	BEZ_AARAOSW_1_C49VTACXX.IND4	TARA_B100000767
TARA_082_DCM_0.22-3_T	BEZ_AARAOSW_1_C7RG4ACXX.IND4_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT	BEZ_AARAOSW_1_C7RG4ACXX.IND4	TARA_B100000767
TARA_084_SRF_0.22-3_T	BEZ_AASAOSW_2_C7RG4ACXX.IND6_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT	BEZ_AASAOSW_2_C7RG4ACXX.IND6	TARA_B100000780
TARA_084_SRF_0.22-3_T	BEZ_AASAOSW_8_C4VM6ACXX.IND6_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT	BEZ_AASAOSW_8_C4VM6ACXX.IND6	TARA_B100000780
TARA_085_SRF_0.22-3_T	BEZ_AATAOSW_3_C7RG4ACXX.IND7_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT	BEZ_AATAOSW_3_C7RG4ACXX.IND7	TARA_B100000787
TARA_085_SRF_0.22-3_T	BEZ_AATAOSW_8_C4VM6ACXX.IND7_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT	BEZ_AATAOSW_8_C4VM6ACXX.IND7	TARA_B100000787
TARA_085_DCM_0.22-3_T	BEZ_AAVAOSW_4_C7RG4ACXX.IND8_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT	BEZ_AAVAOSW_4_C7RG4ACXX.IND8	TARA_B100000795
TARA_085_DCM_0.22-3_T	BEZ_AAVAOSW_8_C4VM6ACXX.IND8_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT	BEZ_AAVAOSW_8_C4VM6ACXX.IND8	TARA_B100000795
TARA_100_MES_0.22-3_T	BEZ_ABAAOSW_2_C4VAEACXX.IND9_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT	BEZ_ABAAOSW_2_C4VAEACXX.IND9	TARA_B100000959
TARA_100_MES_0.22-3_T	BEZ_ABAAOSW_5_C7RG4ACXX.IND9_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT	BEZ_ABAAOSW_5_C7RG4ACXX.IND9	TARA_B100000959
TARA_100_DCM_0.22-3_T	BEZ_ABBAOSW_2_C4VAEACXX.IND10_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT	BEZ_ABBAOSW_2_C4VAEACXX.IND10	TARA_B100000965
TARA_100_DCM_0.22-3_T	BEZ_ABBAOSW_6_C7RG4ACXX.IND10_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT	BEZ_ABBAOSW_6_C7RG4ACXX.IND10	TARA_B100000965
TARA_100_SRF_0.22-3_T	BEZ_ABCAOSW_2_C4VAEACXX.IND11_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT	BEZ_ABCAOSW_2_C4VAEACXX.IND11	TARA_B100000963
TARA_100_SRF_0.22-3_T	BEZ_ABCAOSW_7_C7RG4ACXX.IND11_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT	BEZ_ABCAOSW_7_C7RG4ACXX.IND11	TARA_B100000963
TARA_102_DCM_0.22-3_T	BEZ_ABDAOSW_2_C4VAEACXX.IND12_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT	BEZ_ABDAOSW_2_C4VAEACXX.IND12	TARA_B100000902
TARA_102_DCM_0.22-3_T	BEZ_ABDAOSW_8_C7RG4ACXX.IND12_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT	BEZ_ABDAOSW_8_C7RG4ACXX.IND12	TARA_B100000902
TARA_102_MES_0.22-3_T	BEZ_ABEAOSW_1_C7M9EACXX.IND9_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT	BEZ_ABEAOSW_1_C7M9EACXX.IND9	TARA_B100000953
TARA_102_MES_0.22-3_T	BEZ_ABEAOSW_2_C5NN3ACXX.IND9_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT	BEZ_ABEAOSW_2_C5NN3ACXX.IND9	TARA_B100000953
TARA_102_SRF_0.22-3_T	BEZ_ABFAOSW_2_C7M9EACXX.IND1_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT	BEZ_ABFAOSW_2_C7M9EACXX.IND1	TARA_B100000900
TARA_102_SRF_0.22-3_T	BEZ_ABFAOSW_3_C4VAEACXX.IND1_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT	BEZ_ABFAOSW_3_C4VAEACXX.IND1	TARA_B100000900
TARA_109_DCM_0.22-3_T	BEZ_ABGBOSW_3_C4VAEACXX.IND2_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT	BEZ_ABGBOSW_3_C4VAEACXX.IND2	TARA_B100000927
TARA_109_DCM_0.22-3_T	BEZ_ABGBOSW_4_C7M9EACXX.IND2_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT	BEZ_ABGBOSW_4_C7M9EACXX.IND2	TARA_B100000927
TARA_109_SRF_0.22-3_T	BEZ_ABHBOSW_1_C4VBLACXX.IND11_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT	BEZ_ABHBOSW_1_C4VBLACXX.IND11	TARA_B100000925
TARA_109_SRF_0.22-3_T	BEZ_ABHBOSW_5_C7M9EACXX.IND11_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT	BEZ_ABHBOSW_5_C7M9EACXX.IND11	TARA_B100000925
TARA_109_MES_0.22-3_T	BEZ_ABIAOSW_3_C4VAEACXX.IND3_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT	BEZ_ABIAOSW_3_C4VAEACXX.IND3	TARA_B100000929
TARA_109_MES_0.22-3_T	BEZ_ABIAOSW_7_C7M9EACXX.IND3_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT	BEZ_ABIAOSW_7_C7M9EACXX.IND3	TARA_B100000929
TARA_111_DCM_0.22-3_T	BEZ_ABKAOSW_3_C4VAEACXX.IND4_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT	BEZ_ABKAOSW_3_C4VAEACXX.IND4	TARA_B100000579
TARA_111_DCM_0.22-3_T	BEZ_ABKAOSW_8_C7M9EACXX.IND4_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT	BEZ_ABKAOSW_8_C7M9EACXX.IND4	TARA_B100000579
TARA_111_SRF_0.22-3_T	BEZ_ABLAOSW_1_C7RA2ACXX.IND5_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT	BEZ_ABLAOSW_1_C7RA2ACXX.IND5	TARA_B100000575
TARA_111_SRF_0.22-3_T	BEZ_ABLAOSW_5_C4VBLACXX.IND5_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT	BEZ_ABLAOSW_5_C4VBLACXX.IND5	TARA_B100000575
TARA_122_SRF_0.22-3_T	BEZ_ABMAOSW_1_C4A65ACXX.IND4_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT	BEZ_ABMAOSW_1_C4A65ACXX.IND4	TARA_B100001115
TARA_122_SRF_0.22-3_T	BEZ_ABMAOSW_2_HA4CYADXX.IND4_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT	BEZ_ABMAOSW_2_HA4CYADXX.IND4	TARA_B100001115
TARA_122_DCM_0.22-3_T	BEZ_ABNAOSW_2_C7RA2ACXX.IND1_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT	BEZ_ABNAOSW_2_C7RA2ACXX.IND1	TARA_B100000700
TARA_122_DCM_0.22-3_T	BEZ_ABNAOSW_3_C7BWPACXX.IND1_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT	BEZ_ABNAOSW_3_C7BWPACXX.IND1	TARA_B100000700
TARA_122_DCM_0.22-3_T	BEZ_ABNAOSW_5_C4VBLACXX.IND6_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT	BEZ_ABNAOSW_5_C4VBLACXX.IND6	TARA_B100000700
TARA_122_MES_0.22-3_T	BEZ_ABPAOSW_3_C5NN3ACXX.IND4_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT	BEZ_ABPAOSW_3_C5NN3ACXX.IND4	TARA_B100000678
TARA_122_MES_0.22-3_T	BEZ_ABPAOSW_3_C7RA2ACXX.IND4_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT	BEZ_ABPAOSW_3_C7RA2ACXX.IND4	TARA_B100000678
TARA_123_SRF_0.22-3_T	BEZ_ABQAOSW_2_C4A65ACXX.IND2_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT	BEZ_ABQAOSW_2_C4A65ACXX.IND2	TARA_B100000683
TARA_123_SRF_0.22-3_T	BEZ_ABQAOSW_2_HA4CYADXX.IND2_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT	BEZ_ABQAOSW_2_HA4CYADXX.IND2	TARA_B100000683
TARA_123_MIX_0.22-3_T	BEZ_ABRAOSW_3_C5NN3ACXX.IND10_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT	BEZ_ABRAOSW_3_C5NN3ACXX.IND10	TARA_B100000686
TARA_123_MIX_0.22-3_T	BEZ_ABRAOSW_4_C7RA2ACXX.IND10_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT	BEZ_ABRAOSW_4_C7RA2ACXX.IND10	TARA_B100000686
TARA_124_SRF_0.22-3_T	BEZ_ABSAOSW_1_AAD5J.IND1_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT	BEZ_ABSAOSW_1_AAD5J.IND1	TARA_B100000674
TARA_124_SRF_0.22-3_T	BEZ_ABSAOSW_2_HA4CYADXX.IND1_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT	BEZ_ABSAOSW_2_HA4CYADXX.IND1	TARA_B100000674
TARA_124_SRF_0.22-3_T	BEZ_ABSAOSW_3_C4A65ACXX.IND1_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT	BEZ_ABSAOSW_3_C4A65ACXX.IND1	TARA_B100000674
TARA_124_MIX_0.22-3_T	BEZ_ABTAOSW_5_C4VBLACXX.IND7_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT	BEZ_ABTAOSW_5_C4VBLACXX.IND7	TARA_B100000676
TARA_124_MIX_0.22-3_T	BEZ_ABTAOSW_5_C7RA2ACXX.IND7_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT	BEZ_ABTAOSW_5_C7RA2ACXX.IND7	TARA_B100000676
TARA_125_SRF_0.22-3_T	BEZ_ABVAOSW_2_HA4CYADXX.IND3_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT	BEZ_ABVAOSW_2_HA4CYADXX.IND3	TARA_B100001121
TARA_125_SRF_0.22-3_T	BEZ_ABVAOSW_5_C4A65ACXX.IND3_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT	BEZ_ABVAOSW_5_C4A65ACXX.IND3	TARA_B100001121
TARA_125_MIX_0.22-3_T	BEZ_ACAAOSW_5_C4VBLACXX.IND8_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT	BEZ_ACAAOSW_5_C4VBLACXX.IND8	TARA_B100001123
TARA_125_MIX_0.22-3_T	BEZ_ACAAOSW_6_C7RA2ACXX.IND8_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT	BEZ_ACAAOSW_6_C7RA2ACXX.IND8	TARA_B100001123
TARA_137_DCM_0.22-3_T	BEZ_ACBBOSW_1_C4UJUACXX.IND4_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT	BEZ_ACBBOSW_1_C4UJUACXX.IND4	TARA_B100001964
TARA_137_DCM_0.22-3_T	BEZ_ACBBOSW_8_C7RA2ACXX.IND4_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT	BEZ_ACBBOSW_8_C7RA2ACXX.IND4	TARA_B100001964
TARA_137_SRF_0.22-3_T	BEZ_ACCAOSW_3_C7M7KACXX.IND9_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT	BEZ_ACCAOSW_3_C7M7KACXX.IND9	TARA_B100001287
TARA_137_SRF_0.22-3_T	BEZ_ACCAOSW_6_C4VBLACXX.IND9_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT	BEZ_ACCAOSW_6_C4VBLACXX.IND9	TARA_B100001287
TARA_137_MES_0.22-3_T	BEZ_ACDAOSW_2_C4VBLACXX.IND9_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT	BEZ_ACDAOSW_2_C4VBLACXX.IND9	TARA_B100001971
TARA_137_MES_0.22-3_T	BEZ_ACDAOSW_4_C7M7KACXX.IND9_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT	BEZ_ACDAOSW_4_C7M7KACXX.IND9	TARA_B100001971
TARA_138_DCM_0.22-3_T	BEZ_ACEAOSW_5_C7M7KACXX.IND10_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT	BEZ_ACEAOSW_5_C7M7KACXX.IND10	TARA_B100001996
TARA_138_DCM_0.22-3_T	BEZ_ACEAOSW_6_C4VBLACXX.IND10_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT	BEZ_ACEAOSW_6_C4VBLACXX.IND10	TARA_B100001996
TARA_138_MES_0.22-3_T	BEZ_ACFAOSW_6_C7M7KACXX.IND6_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT	BEZ_ACFAOSW_6_C7M7KACXX.IND6	TARA_B100002003
TARA_138_MES_0.22-3_T	BEZ_ACFAOSW_8_C4VJ6ACXX.IND6_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT	BEZ_ACFAOSW_8_C4VJ6ACXX.IND6	TARA_B100002003
TARA_138_SRF_0.22-3_T	BEZ_ACGAOSW_6_C4VBLACXX.IND11_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT	BEZ_ACGAOSW_6_C4VBLACXX.IND11	TARA_B100001989
TARA_138_SRF_0.22-3_T	BEZ_ACGAOSW_7_C7M7KACXX.IND11_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT	BEZ_ACGAOSW_7_C7M7KACXX.IND11	TARA_B100001989
TARA_147_SRF_0.22-3_T	BEZ_ACHAOSW_6_C4VBLACXX.IND12_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT	BEZ_ACHAOSW_6_C4VBLACXX.IND12	TARA_B100001158
TARA_147_SRF_0.22-3_T	BEZ_ACHAOSW_8_C7M7KACXX.IND12_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT	BEZ_ACHAOSW_8_C7M7KACXX.IND12	TARA_B100001158
TARA_148_SRF_0.22-3_T	BEZ_ACIAOSW_6_C7RH7ACXX.IND10_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT	BEZ_ACIAOSW_6_C7RH7ACXX.IND10	TARA_B100001741
