PANGAEA sample id	Raw bases	Raw reads	HQ bases	HQ reads	Avg read length	Scaftigs	Total length	Max length	N50	Predicted genes
TARA_B100000497	17724442248	164115206	14235164008	147953808	96	242425	255420170	126166	1086	426315
TARA_Y100000385	35212793318	348641518	27609143505	313778137	88	347803	414222904	325913	1330	652087
TARA_R100000995	8582090190	84971190	4932945843	57370321	86	65904	65984323	38343	1006	126487
TARA_Y100000748	34573331008	342310208	27756443200	304601956	91	279873	295888043	225771	1087	491270
TARA_B100000482	26866778358	264574882	19500359293	221316099	88	178094	185495590	48630	1079	300567
TARA_Y100000746	28829622204	285441804	22140633970	253866508	87	253691	267275579	55401	1102	436784
TARA_B100000470	38194795492	378166292	31539717601	344191636	92	243858	237684782	219416	968	395311
TARA_Y100000758	36616337596	362537996	27821770705	315706530	88	264175	259211606	81877	987	427088
TARA_R100000988	8587562971	89633440	5994817892	68870875	87	89440	100339733	426726	1147	174330
TARA_Y100000741	34268744096	339294496	28264939848	309641827	91	316487	316237570	182393	995	561450
TARA_B100000475	30061970049	297158812	20885615245	239868614	87	195542	197288922	81574	1022	327785
TARA_Y100000739	35997113666	356407066	27569252532	315169105	87	273730	291090674	117166	1107	471609
TARA_A200000159	18566062320	178519830	14459422208	155740903	93	197580	212017580	205845	1107	346347
TARA_A200000113	23001327648	221166612	15716522790	180239988	87	197856	224889436	81076	1232	357631
TARA_R100001039	7826111402	82514066	5325793102	62409248	85	57232	79580355	201655	1723	118585
TARA_Y100000782	32637933658	323147858	25489859220	282498941	90	134359	186489327	993775	1727	270420
TARA_B100000446	38517998890	390420474	30711658338	342978924	90	186673	225853098	532761	1330	342282
TARA_Y100000780	40342966714	399435314	30549362586	342368261	89	230871	281056570	656135	1325	423508
TARA_R100001015	9201868976	94440814	7216454500	79610319	91	110973	112707966	157897	1021	206000
TARA_Y100000768	38967990084	385821684	32040657099	347551295	92	396425	402828308	225769	1019	694498
TARA_B100000459	25836775258	266216678	18728681190	216710980	86	130107	130731073	108607	985	211258
TARA_Y100000766	36032407308	356756508	29324966569	319886685	92	356424	369322560	98427	1044	613473
TARA_R100001082	10179335702	100785502	6578228417	76291076	86	84117	87350570	58393	1056	162158
TARA_B100000427	32677067598	328549726	27326496444	297613242	92	346087	343163386	108815	994	599925
TARA_R100001086	18379936097	193526010	13445221988	154135333	87	132799	145683853	125743	1143	261062
TARA_B100000508	28522248146	288646988	22852998101	252526354	90	163084	164939012	452224	991	282617
TARA_R100001079	7788198206	79974260	5902383443	65533888	90	81276	84693064	172428	1062	154232
TARA_B100000424	41540085137	420562172	33405020715	372821827	90	285958	277080894	91317	963	503452
TARA_R100001129	11486472111	117740296	8835608569	98228157	90	120678	144404810	191929	1304	248661
TARA_Y100000817	33835127058	335001258	27495788110	300665228	91	316922	307269447	61221	963	546440
TARA_B100000519	42381517492	435687686	32377316140	366259362	88	255481	277282623	157859	1134	448074
TARA_Y100000814	33259444228	329301428	23226320633	277200735	84	234854	249958881	83225	1101	409382
TARA_B100000749	44318819578	449280384	35302778925	393423759	90	284531	291373133	289644	1043	476244
TARA_Y100000815	39518198694	391269294	26420646079	315908899	84	276105	320777055	228357	1267	504180
TARA_R100001126	9701293518	100296296	7421078161	83152366	89	93248	106063061	203016	1201	183848
TARA_Y100000816	39384753050	389948050	30271311208	337877022	90	340027	328375551	83628	963	590424
TARA_B100000513	45277786464	462965648	34382334103	388975984	88	116750	110278656	50226	932	186138
TARA_Y100000813	31922672262	316066062	25502470596	282014243	90	211478	200121746	107105	926	354024
TARA_Y100000996	40978991590	405732590	30125930317	339261049	89	373022	375376907	141413	1012	656614
TARA_B100000530	45255678211	459198398	35425470659	395736688	90	288395	281664578	85351	982	478876
TARA_Y100000994	31468379918	311568118	25648159401	281844348	91	257726	268634235	84866	1068	446668
TARA_B100000745	46858769072	485136180	35153765045	402876939	87	236504	238330343	129193	1012	395962
TARA_Y100001001	30701699220	303977220	22358060560	264808358	84	169162	206935552	331872	1407	312152
TARA_R100001224	7267701393	76302668	5432753948	61903024	88	75685	85582816	106729	1202	152797
TARA_Y100000992	32536296954	322141554	26933797038	293031416	92	292042	270358601	90459	910	499130
TARA_B100000524	46318307578	475566746	34925507767	398525486	88	226772	211100721	236368	919	371233
TARA_Y100000991	29035739570	287482570	23535305068	259479080	91	206242	205724076	125331	1004	351958
TARA_R100000544	8969141986	88803386	5149902104	60797226	85	33952	34097691	60012	1000	61985
TARA_B100000767	43581170199	444691772	34482482924	385066279	90	307782	353920278	152277	1249	544579
TARA_B100000768	26780889161	269822568	21810179451	240625766	91	225962	248080488	102214	1150	381888
TARA_B100000780	43617844011	442894022	34478168591	385331682	89	286729	296112112	64944	1050	457906
TARA_R100001377	9320119814	92278414	5202094899	61089371	85	62646	63651388	76581	1044	112511
TARA_B100000795	42470643502	437597746	32043181718	363905524	88	277195	303758062	136646	1156	445682
TARA_B100000809	40071662691	408885864	31700368643	354624236	89	293282	358663390	117513	1402	533272
TARA_B100000787	39606666923	402217188	31492540512	351516889	90	180494	192797441	96095	1101	303810
TARA_X000001036	41254561541	416553274	34345204309	370409251	93	457844	490697039	105143	1115	810632
TARA_X000000950	48063357255	489617426	39148193600	432720305	90	330824	435780263	350036	1578	663884
TARA_B100001059	33510959943	338611726	26883150722	304717891	88	326287	371371195	294869	1213	591681
TARA_B100001063	27446848797	274983484	23963436487	258327423	93	312589	345217013	403934	1152	569784
TARA_B100001057	45548660624	460018862	38904318380	418953169	93	508466	596922147	207677	1278	959626
TARA_B100000989	37390906215	377820080	30627483878	336783339	91	265406	281103818	141473	1087	471684
TARA_B100001029	25471386343	256287760	21036492379	229203258	92	274032	259753071	74317	934	461832
TARA_B100001013	44273846372	451528640	34617296134	389577142	89	288619	260488672	101392	892	447983
TARA_B100001027	25297051695	253952482	21118896519	230668318	92	196862	188571390	76560	947	333075
TARA_B100000886	33580197485	338549582	27914771163	309852319	90	288541	285807244	95402	986	494782
